"station_european_code","component_caption","statistics_year","statistics_average_group","statistic_shortname","statistic_value","station_european_code","country_iso_code","country_name","station_city","longitude","latitude","altitude"
"CZ0PPLB","O3",2012,"day","P50",35.461,"CZ0PPLB","CZ","Czech Republic","PLZEN",13.375539,49.72839,346
"CZ0PPLV","O3",2012,"day","P50",46.475,"CZ0PPLV","CZ","Czech Republic","PLZEN",13.423381,49.768616,348
"CZ0PPLL","O3",2012,"day","P50",46.167,"CZ0PPLL","CZ","Czech Republic","PLZEN",13.368222,49.770126,360
"CZ0PPLA","O3",2012,"day","P50",44.696,"CZ0PPLA","CZ","Czech Republic","PLZEN",13.402281,49.732448,340
"CZ0KPRB","O3",2012,"day","P50",63.732,"CZ0KPRB","CZ","Czech Republic","",12.615381,50.372478,904
"CZ0MPRR","O3",2012,"day","P50",48.578,"CZ0MPRR","CZ","Czech Republic","PREROV",17.454159,49.451656,210
"CZ0PPRM","O3",2012,"day","P50",63.823,"CZ0PPRM","CZ","Czech Republic","",12.677884,49.669584,740
"CZ0MPST","O3",2012,"day","P50",43.94,"CZ0MPST","CZ","Czech Republic","PROSTEJOV",17.114725,49.467857,218
"CZ0URVH","O3",2012,"day","P50",67.215,"CZ0URVH","CZ","Czech Republic","",13.419506,50.579834,840
"CZ0HSER","O3",2012,"day","P50",64.405,"CZ0HSER","CZ","Czech Republic","",16.383461,50.328011,1011
"CZ0USNZ","O3",2012,"day","P50",63.333,"CZ0USNZ","CZ","Czech Republic","",14.087056,50.791706,590
"CZ0KSOM","O3",2012,"day","P50",54.239,"CZ0KSOM","CZ","Czech Republic","SOKOLOV",12.672818,50.172826,476
"CZ0LSOU","O3",2012,"day","P50",58.661,"CZ0LSOU","CZ","Czech Republic","",15.319683,50.789642,771
"CZ0ZSNV","O3",2012,"day","P50",73.241,"CZ0ZSNV","CZ","Czech Republic","",18.007828,49.047818,600
"CZ0TSTD","O3",2012,"day","P50",46.716,"CZ0TSTD","CZ","Czech Republic","",18.089306,49.720936,231
"CZ0ESVR","O3",2012,"day","P50",67.597,"CZ0ESVR","CZ","Czech Republic","",16.034197,49.735088,735
"CZ0CTAB","O3",2012,"day","P50",36.051,"CZ0CTAB","CZ","Czech Republic","TABOR",14.676389,49.411236,400
"CZ0UTPM","O3",2012,"day","P50",50.947,"CZ0UTPM","CZ","Czech Republic","TEPLICE",13.851251,50.645279,257
"CZ0TTRO","O3",2012,"day","P50",50.349,"CZ0TTRO","CZ","Czech Republic","TRINEC",18.677799,49.668114,320
"CZ0UTUS","O3",2012,"day","P50",54.854,"CZ0UTUS","CZ","Czech Republic","",13.327622,50.376587,322
"CZ0UULK","O3",2012,"day","P50",59.177,"CZ0UULK","CZ","Czech Republic","USTI NAD LABEM",14.041195,50.683525,367
"CZ0UULM","O3",2012,"day","P50",41.854,"CZ0UULM","CZ","Czech Republic","USTI NAD LABEM",14.043064,50.661095,147
"CZ0ZZLN","O3",2012,"day","P50",50.967,"CZ0ZZLN","CZ","Czech Republic","ZLIN",17.667175,49.232903,258
"DENW094","O3",2012,"day","P50",48.054,"DENW094","DE","Germany","AACHEN",6.093923,50.754704,205
"DEBW029","O3",2012,"day","P50",48.62,"DEBW029","DE","Germany","AALEN",10.096292,48.847917,424
"DENI052","O3",2012,"day","P50",42.06,"DENI052","DE","Germany","",9.622951,52.82943,38
"DETH011","O3",2012,"day","P50",48.194,"DETH011","DE","Germany","ALTENBURG",12.437622,50.987759,185
"DESH001","O3",2012,"day","P50",44.356,"DESH001","DE","Germany","",9.585874,53.670553,8
"DENI063","O3",2012,"day","P50",46.206,"DENI063","DE","Germany","",9.685031,53.524181,3
"DEBY109","O3",2012,"day","P50",64.381,"DEBY109","DE","Germany","",11.220172,47.968754,700
"DESN001","O3",2012,"day","P50",47.877,"DESN001","DE","Germany","ANNABERG-BUCHHOLZ",12.997278,50.570869,545
"DEBY001","O3",2012,"day","P50",27.767,"DEBY001","DE","Germany","ANSBACH",10.572297,49.30489,400
"DEBY002","O3",2012,"day","P50",43.82,"DEBY002","DE","Germany","ARZBERG",12.18865,50.058193,480
"DEBY005","O3",2012,"day","P50",35.255,"DEBY005","DE","Germany","ASCHAFFENBURG",9.117972,49.991516,134
"DEBY007","O3",2012,"day","P50",45.182,"DEBY007","DE","Germany","AUGSBURG",10.88837,48.376575,477
"DEBY099","O3",2012,"day","P50",47.07,"DEBY099","DE","Germany","AUGSBURG",10.903049,48.326012,495
"DEBE051","O3",2012,"day","P50",46.727,"DEBE051","DE","Germany","BERLIN",13.489531,52.643525,60
"DEBE056","O3",2012,"day","P50",50.81,"DEBE056","DE","Germany","",13.64705,52.447697,35
"DEBE062","O3",2012,"day","P50",46.433,"DEBE062","DE","Germany","BERLIN",13.296081,52.653269,50
"DEBE032","O3",2012,"day","P50",41.885,"DEBE032","DE","Germany","BERLIN",13.225144,52.473192,50
"DEBE027","O3",2012,"day","P50",49.446,"DEBE027","DE","Germany","BERLIN",13.368103,52.398406,45
"DEBE034","O3",2012,"day","P50",42.272,"DEBE034","DE","Germany","BERLIN",13.430844,52.489451,35
"DEBE010","O3",2012,"day","P50",42.68,"DEBE010","DE","Germany","BERLIN",13.349116,52.543007,35
"DEHE046","O3",2012,"day","P50",57.523,"DEHE046","DE","Germany","BAD AROLSEN/KOHLGRUND",8.928172,51.430901,343
"DEBY122","O3",2012,"day","P50",67.166,"DEBY122","DE","Germany","",10.404233,47.518013,1169
"DERP022","O3",2012,"day","P50",41.2,"DERP022","DE","Germany","",7.866208,49.842133,108
"DEBY079","O3",2012,"day","P50",46.622,"DEBY079","DE","Germany","BAD REICHENHALL",12.858856,47.723186,465
"DEBW076","O3",2012,"day","P50",50.329,"DEBW076","DE","Germany","BADEN-BADEN",8.220214,48.773072,148
"DESH016","O3",2012,"day","P50",42.629,"DESH016","DE","Germany","",10.214872,53.57058,42
"DESN004","O3",2012,"day","P50",50.569,"DESN004","DE","Germany","BAUTZEN",14.443772,51.175671,203
"DEHE032","O3",2012,"day","P50",41.92,"DEHE032","DE","Germany","BEBRA",9.800261,50.970028,204
"DEBW042","O3",2012,"day","P50",40.165,"DEBW042","DE","Germany","BERNHAUSEN",9.227769,48.678069,370
"DESL002","O3",2012,"day","P50",49.016,"DESL002","DE","Germany","BEXBACH",7.263233,49.362049,273
"DEBW046","O3",2012,"day","P50",50.92,"DEBW046","DE","Germany","BIBERACH",9.800325,48.089886,534
"DENW067","O3",2012,"day","P50",40.848,"DENW067","DE","Germany","BIELEFELD",8.548389,52.02317,102
"DESL019","O3",2012,"day","P50",56.888,"DESL019","DE","Germany","",6.552036,49.416885,339
"DEST015","O3",2012,"day","P50",48.469,"DEST015","DE","Germany","",12.3029,51.651165,90
"DENW081","O3",2012,"day","P50",41.869,"DENW081","DE","Germany","BORKEN",6.874553,51.862,45
"DESH008","O3",2012,"day","P50",53.522,"DESH008","DE","Germany","",10.240596,54.09323,45
"DENW021","O3",2012,"day","P50",35.026,"DENW021","DE","Germany","BOTTROP",6.976908,51.525963,40
"DEBB055","O3",2012,"day","P50",50.268,"DEBB055","DE","Germany","",12.552303,52.420444,33
"DENI011","O3",2012,"day","P50",49.53,"DENI011","DE","Germany","",10.473639,52.226936,98
"DEHB013","O3",2012,"day","P50",46.178,"DEHB013","DE","Germany","",8.695061,53.117695,4
"DEHB001","O3",2012,"day","P50",44.79,"DEHB001","DE","Germany","BREMEN",8.815781,53.077148,10
"DEHB004","O3",2012,"day","P50",43.296,"DEHB004","DE","Germany","BREMEN",8.625456,53.18095,20
"DEHB002","O3",2012,"day","P50",37.399,"DEHB002","DE","Germany","BREMEN",8.916967,53.060043,7
"DEHB005","O3",2012,"day","P50",42.858,"DEHB005","DE","Germany","",8.569406,53.562454,3
"DEST039","O3",2012,"day","P50",72.685,"DEST039","DE","Germany","SCHIERKE",10.618275,51.798626,1142
"DESH035","O3",2012,"day","P50",44.146,"DESH035","DE","Germany","BRUNBÜTTEL",9.156908,53.896118,0
"DEST002","O3",2012,"day","P50",49.554,"DEST002","DE","Germany","",11.864795,52.268368,40
"DEHE039","O3",2012,"day","P50",59.813,"DEHE039","DE","Germany","HERZBERG",9.459403,50.770382,491
"DEBY124","O3",2012,"day","P50",57.027,"DEBY124","DE","Germany","",10.316582,49.444516,384
"DESN049","O3",2012,"day","P50",67.045,"DESN049","DE","Germany","CARLSFELD",12.611125,50.431324,896
"DESN011","O3",2012,"day","P50",46.373,"DESN011","DE","Germany","CHEMNITZ",12.917336,50.832462,300
"DESN076","O3",2012,"day","P50",58.225,"DESN076","DE","Germany","COLLM",13.009405,51.303772,313
"DEBB064","O3",2012,"day","P50",53,"DEBB064","DE","Germany","",14.33455,51.746346,75
"DEHE001","O3",2012,"day","P50",41.804,"DEHE001","DE","Germany","DARMSTADT",8.664619,49.872299,158
"DEST030","O3",2012,"day","P50",48.946,"DEST030","DE","Germany","DESSAU",12.251367,51.843407,60
"DESL003","O3",2012,"day","P50",48.587,"DESL003","DE","Germany","DILLINGEN",6.733539,49.357861,185
"DEST104","O3",2012,"day","P50",51.732,"DEST104","DE","Germany","",11.891525,51.83728,71
"DENW008","O3",2012,"day","P50",37.276,"DENW008","DE","Germany","DORTMUND",7.457464,51.536911,75
"DETH026","O3",2012,"day","P50",58.537,"DETH026","DE","Germany","DREIßIGACKER",10.3753,50.561752,450
"DESN061","O3",2012,"day","P50",36.088,"DESN061","DE","Germany","DRESDEN",13.741398,51.06493,112
"DESN092","O3",2012,"day","P50",45.642,"DESN092","DE","Germany","",13.730206,51.036102,112
"DENW034","O3",2012,"day","P50",34.888,"DENW034","DE","Germany","DUISBURG",6.748403,51.524021,28
"DENW071","O3",2012,"day","P50",36.457,"DENW071","DE","Germany","DÜSSELDORF",6.732383,51.249214,32
"DEBW004","O3",2012,"day","P50",43.398,"DEBW004","DE","Germany","",8.40666,49.07655,109
"DENI028","O3",2012,"day","P50",49.861,"DENI028","DE","Germany","",10.238539,51.50758,185
"DETH013","O3",2012,"day","P50",46.982,"DETH013","DE","Germany","",10.317236,50.978294,210
"DEBB032","O3",2012,"day","P50",48.992,"DEBB032","DE","Germany","EISENHÜTTENSTADT",14.638166,52.146267,40
"DENI059","O3",2012,"day","P50",53.387,"DENI059","DE","Germany","",8.80122,53.83017,3
"DEBB007","O3",2012,"day","P50",49.854,"DEBB007","DE","Germany","",13.526797,51.462734,89
"DENI043","O3",2012,"day","P50",46.19,"DENI043","DE","Germany","",7.31747,52.49855,30
"DETH020","O3",2012,"day","P50",46.744,"DETH020","DE","Germany","ERFURT",11.037926,50.979458,195
"DEBY113","O3",2012,"day","P50",46.62,"DEBY113","DE","Germany","",10.963528,49.605911,284
"DENW247","O3",2012,"day","P50",33.968,"DENW247","DE","Germany","",6.965641,51.406967,153
"DESH013","O3",2012,"day","P50",60.479,"DESH013","DE","Germany","",11.215994,54.412991,2
"DESN053","O3",2012,"day","P50",77.813,"DESN053","DE","Germany","OBERWIESENTHAL",12.953458,50.42849,1214
"DEBB042","O3",2012,"day","P50",49.28,"DEBB042","DE","Germany","",14.531917,52.339951,58
"DEHE005","O3",2012,"day","P50",33.152,"DEHE005","DE","Germany","FRANKFURT A. MAIN",8.542053,50.101871,104
"DEHE008","O3",2012,"day","P50",36.255,"DEHE008","DE","Germany","FRANKFURT A. MAIN",8.746342,50.125332,100
"DEBW084","O3",2012,"day","P50",53.261,"DEBW084","DE","Germany","FREIBURG",7.832122,48.001511,262
"DEBW038","O3",2012,"day","P50",43.874,"DEBW038","DE","Germany","FRIEDRICHSHAFEN",9.485675,47.660056,404
"DEHE058","O3",2012,"day","P50",40.738,"DEHE058","DE","Germany","",9.682161,50.549297,272
"DEHE028","O3",2012,"day","P50",60.104,"DEHE028","DE","Germany","FÜRTH/ODENWALD",8.81725,49.653465,484
"DEBW112","O3",2012,"day","P50",54.928,"DEBW112","DE","Germany","",8.904442,48.645608,466
"DEBY123","O3",2012,"day","P50",36.403,"DEBY123","DE","Germany","",11.062283,47.483194,720
"DETH009","O3",2012,"day","P50",41.654,"DETH009","DE","Germany","GERA",12.074711,50.877316,190
"DEST106","O3",2012,"day","P50",48.044,"DEST106","DE","Germany","",11.091267,51.456062,142
"DETH036","O3",2012,"day","P50",45.382,"DETH036","DE","Germany","",12.2052,50.655861,265
"DETH040","O3",2012,"day","P50",65.854,"DETH040","DE","Germany","EISENACH",10.787137,50.619179,907
"DEMV017","O3",2012,"day","P50",49.543,"DEMV017","DE","Germany","GÖHLEN",11.362965,53.302353,25
"DENI042","O3",2012,"day","P50",47.211,"DENI042","DE","Germany","GOETTINGEN",9.949761,51.551067,170
"DEMV004","O3",2012,"day","P50",54.94,"DEMV004","DE","Germany","",12.064709,53.817772,17
"DEMV019","O3",2012,"day","P50",50.436,"DEMV019","DE","Germany","",12.175511,53.78175,17
"DEST044","O3",2012,"day","P50",51.649,"DEST044","DE","Germany","",11.057462,51.897018,110
"DEST050","O3",2012,"day","P50",48.074,"DEST050","DE","Germany","",11.979072,51.496189,120
"DEHH049","O3",2012,"day","P50",45.266,"DEHH049","DE","Germany","HAMBURG",9.786234,53.568123,75
"DEHH047","O3",2012,"day","P50",43.88,"DEHH047","DE","Germany","HAMBURG",10.110595,53.630737,31
"DEHH033","O3",2012,"day","P50",44.325,"DEHH033","DE","Germany","HAMBURG",9.998009,53.638294,13
"DEHH050","O3",2012,"day","P50",48.797,"DEHH050","DE","Germany","HAMBURG",9.857223,53.48093,3
"DEHH008","O3",2012,"day","P50",39.36,"DEHH008","DE","Germany","HAMBURG",9.967883,53.56414,15
"DEHH021","O3",2012,"day","P50",42.309,"DEHH021","DE","Germany","HAMBURG",10.083647,53.487667,2
"DEHE011","O3",2012,"day","P50",35.292,"DEHE011","DE","Germany","HANAU",8.918083,50.134842,106
"DENI054","O3",2012,"day","P50",46.197,"DENI054","DE","Germany","",9.70612,52.362919,85
"DEBB053","O3",2012,"day","P50",51.921,"DEBB053","DE","Germany","BUCKOW",14.015253,52.563835,88
"DEBW009","O3",2012,"day","P50",46.541,"DEBW009","DE","Germany","HEIDELBERG",8.6767,49.419528,112
"DEBW015","O3",2012,"day","P50",42.798,"DEBW015","DE","Germany","HEILBRONN",9.224786,49.165508,157
"DEBY020","O3",2012,"day","P50",50.337,"DEBY020","DE","Germany","HOF",11.897491,50.32061,525
"DETH061","O3",2012,"day","P50",53.815,"DETH061","DE","Germany","",11.661233,50.791618,357
"DERP014","O3",2012,"day","P50",63.051,"DERP014","DE","Germany","LEISEL",7.193486,49.741035,650
"DENW058","O3",2012,"day","P50",42.146,"DENW058","DE","Germany","HÜRTH",6.873789,50.876122,90
"DESH015","O3",2012,"day","P50",45.911,"DESH015","DE","Germany","",9.532636,53.924713,40
"DENI031","O3",2012,"day","P50",52.337,"DENI031","DE","Germany","",8.09059,53.59617,2
"DETH041","O3",2012,"day","P50",43.021,"DETH041","DE","Germany","",11.597061,50.933514,140
"DERP019","O3",2012,"day","P50",42.388,"DERP019","DE","Germany","KAISERSLAUTERN",7.7673,49.446,232
"DEBW081","O3",2012,"day","P50",48.796,"DEBW081","DE","Germany","KARLSRUHE",8.355628,49.028594,114
"DEHE013","O3",2012,"day","P50",42.175,"DEHE013","DE","Germany","KASSEL",9.483397,51.314247,181
"DEBW022","O3",2012,"day","P50",51.37,"DEBW022","DE","Germany","KEHL",7.802317,48.578178,136
"DEHE060","O3",2012,"day","P50",59.515,"DEHE060","DE","Germany","",9.031753,51.154842,483
"DEBY031","O3",2012,"day","P50",51.657,"DEBY031","DE","Germany","KEMPTEN (ALLGÄU)",10.306561,47.72514,678
"DESH033","O3",2012,"day","P50",49.812,"DESH033","DE","Germany","",10.116564,54.309673,29
"DEHE052","O3",2012,"day","P50",61.3,"DEHE052","DE","Germany","",8.446078,50.221943,811
"DEBY004","O3",2012,"day","P50",43.735,"DEBY004","DE","Germany","KLEINWALLSTADT",9.171545,49.869419,124
"DERP024","O3",2012,"day","P50",31.179,"DERP024","DE","Germany","KOBLENZ",7.596583,50.3544,68
"DEBW052","O3",2012,"day","P50",49.846,"DEBW052","DE","Germany","KONSTANZ",9.169289,47.664361,403
"DENW042","O3",2012,"day","P50",39.367,"DENW042","DE","Germany","KREFELD",6.640242,51.337666,32
"DEBY032","O3",2012,"day","P50",35.131,"DEBY032","DE","Germany","KULMBACH",11.442592,50.103134,303
"DENW053","O3",2012,"day","P50",35.131,"DENW053","DE","Germany","KÖLN",6.884636,51.019344,45
"DENW059","O3",2012,"day","P50",27.336,"DENW059","DE","Germany","KÖLN",6.985164,50.889816,45
"DEBB082","O3",2012,"day","P50",46.33,"DEBB082","DE","Germany","",13.619783,52.294636,35
"DESN082","O3",2012,"day","P50",42.978,"DESN082","DE","Germany","",12.425748,51.375988,110
"DESN059","O3",2012,"day","P50",48.836,"DESN059","DE","Germany","",12.297412,51.317902,115
"DEMV024","O3",2012,"day","P50",55.491,"DEMV024","DE","Germany","",12.463929,53.396348,116
"DEST090","O3",2012,"day","P50",49.96,"DEST090","DE","Germany","LEUNA",12.032136,51.321381,100
"DENW079","O3",2012,"day","P50",28.371,"DENW079","DE","Germany","LEVERKUSEN",7.005064,51.028877,50
"DEHE044","O3",2012,"day","P50",40.945,"DEHE044","DE","Germany","LIMBURG",8.060997,50.383213,128
"DEHE042","O3",2012,"day","P50",42.102,"DEHE042","DE","Germany","",8.684398,50.532963,172
"DEBW024","O3",2012,"day","P50",48.439,"DEBW024","DE","Germany","LUDWIGSBURG",9.172792,48.899233,302
"DERP001","O3",2012,"day","P50",44.136,"DERP001","DE","Germany","LUDWIGSHAFEN",8.402374,49.515053,91
"DEMV012","O3",2012,"day","P50",53.003,"DEMV012","DE","Germany","MEWEGEN",14.257408,53.520458,17
"DESH023","O3",2012,"day","P50",52.69,"DESH023","DE","Germany","LÜBECK",10.695936,53.835491,12
"DENI062","O3",2012,"day","P50",47.168,"DENI062","DE","Germany","",10.4565,53.24696,47
"DENW006","O3",2012,"day","P50",36.083,"DENW006","DE","Germany","LÜNEN",7.569839,51.592201,58
"DEBB065","O3",2012,"day","P50",49.419,"DEBB065","DE","Germany","",12.561389,52.194225,111
"DEST076","O3",2012,"day","P50",27.211,"DEST076","DE","Germany","",11.623397,52.132023,50
"DEST077","O3",2012,"day","P50",45.155,"DEST077","DE","Germany","",11.611456,52.127903,50
"DERP007","O3",2012,"day","P50",41.459,"DERP007","DE","Germany","MAINZ",8.216497,50.017078,120
"DEBW006","O3",2012,"day","P50",44.413,"DEBW006","DE","Germany","MANNHEIM",8.478017,49.475758,94
"DEBW005","O3",2012,"day","P50",44.379,"DEBW005","DE","Germany","MANNHEIM",8.465281,49.544078,94
"DEHE030","O3",2012,"day","P50",39.119,"DEHE030","DE","Germany","MARBURG",8.769324,50.804256,182
"DENW015","O3",2012,"day","P50",38.668,"DENW015","DE","Germany","MARL",7.122714,51.698963,42
"DEBY013","O3",2012,"day","P50",47.253,"DEBY013","DE","Germany","MEHRING",12.781385,48.182835,415
"DEHE045","O3",2012,"day","P50",45.214,"DEHE045","DE","Germany","MICHAELSTADT",9.001981,49.672508,209
"DENW096","O3",2012,"day","P50",37.236,"DENW096","DE","Germany","MÖNCHENGLADBACH",6.425711,51.154613,78
"DETH095","O3",2012,"day","P50",46.119,"DETH095","DE","Germany","",10.450997,51.207947,215
"DENW038","O3",2012,"day","P50",35.25,"DENW038","DE","Germany","MÜLHEIM",6.865108,51.453461,37
"DEBY089","O3",2012,"day","P50",45.363,"DEBY089","DE","Germany","MÜNCHEN",11.648036,48.173195,513
"DEBY039","O3",2012,"day","P50",40.879,"DEBY039","DE","Germany","MÜNCHEN",11.554669,48.154533,521
"DEBY037","O3",2012,"day","P50",27.447,"DEBY037","DE","Germany","MÜNCHEN",11.564925,48.137253,521
"DENW095","O3",2012,"day","P50",38.972,"DENW095","DE","Germany","MÜNSTER",7.61158,51.93655,63
"DEBY047","O3",2012,"day","P50",49.318,"DEBY047","DE","Germany","NAILA",11.721605,50.323246,534
"DEBB067","O3",2012,"day","P50",50.384,"DEBB067","DE","Germany","",12.885195,52.608608,31
"DENW065","O3",2012,"day","P50",58.256,"DENW065","DE","Germany","",8.191934,50.930328,635
"DEBY052","O3",2012,"day","P50",39.641,"DEBY052","DE","Germany","NEU-ULM",10.008291,48.397079,470
"DEMV003","O3",2012,"day","P50",39.229,"DEMV003","DE","Germany","NEUBRANDENBURG",13.26644,53.559784,15
"DEBW073","O3",2012,"day","P50",50.53,"DEBW073","DE","Germany","NEUENBURG",7.567969,47.819019,223
"DEUB030","O3",2012,"day","P50",49.726,"DEUB030","DE","Germany","NEUGLOBSOW",13.031661,53.141304,65
"DETH027","O3",2012,"day","P50",65.689,"DETH027","DE","Germany","",11.134591,50.499954,840
"DEBB048","O3",2012,"day","P50",47.617,"DEBB048","DE","Germany","NEURUPPIN",12.809481,52.931889,43
"DEBY049","O3",2012,"day","P50",46.631,"DEBY049","DE","Germany","NEUSTADT A.D.DONAU",11.777817,48.85321,359
"DERP027","O3",2012,"day","P50",46.535,"DERP027","DE","Germany","NEUSTADT",8.1378,49.3556,143
"DERP021","O3",2012,"day","P50",36.349,"DERP021","DE","Germany","NEUWIED",7.481394,50.424675,65
"DENW074","O3",2012,"day","P50",47.103,"DENW074","DE","Germany","NIEDERZIER",6.469364,50.883476,105
"DESN079","O3",2012,"day","P50",54.259,"DESN079","DE","Germany","",14.749731,51.285355,148
"DETH018","O3",2012,"day","P50",43.037,"DETH018","DE","Germany","NORDHAUSEN",10.791403,51.497196,185
"DEBY053","O3",2012,"day","P50",27.021,"DEBY053","DE","Germany","NÜRNBERG",11.088444,49.445911,307
"DEBY058","O3",2012,"day","P50",40.489,"DEBY058","DE","Germany","NÜRNBERG",11.025472,49.462227,300
"DEBY187","O3",2012,"day","P50",34.054,"DEBY187","DE","Germany","",10.59772,48.95218,417
"DENI016","O3",2012,"day","P50",56.102,"DENI016","DE","Germany","",10.481319,51.901581,208
"DENI038","O3",2012,"day","P50",42.241,"DENI038","DE","Germany","OSNABRUECK",8.052861,52.255341,95
"DENI058","O3",2012,"day","P50",64.681,"DENI058","DE","Germany","",7.21398,53.715302,5
"DENI029","O3",2012,"day","P50",51.466,"DENI029","DE","Germany","",7.207261,53.362347,1
"DEBY118","O3",2012,"day","P50",24.775,"DEBY118","DE","Germany","",13.422039,48.573624,300
"DEBW033","O3",2012,"day","P50",45.993,"DEBW033","DE","Germany","PFORZHEIM",8.665536,48.889039,278
"DERP017","O3",2012,"day","P50",65.444,"DERP017","DE","Germany","HORTENKOPF",7.826522,49.270264,606
"DERP034","O3",2012,"day","P50",51.115,"DERP034","DE","Germany","PIRMASENS",7.614725,49.192314,370
"DESN081","O3",2012,"day","P50",49.826,"DESN081","DE","Germany","",12.130375,50.48175,385
"DETH042","O3",2012,"day","P50",55.55,"DETH042","DE","Germany","POSSEN",10.867189,51.33308,420
"DEBB075","O3",2012,"day","P50",47.131,"DEBB075","DE","Germany","",13.123697,52.484165,39
"DEBB021","O3",2012,"day","P50",47.096,"DEBB021","DE","Germany","POTSDAM",13.059945,52.401352,31
"DESN051","O3",2012,"day","P50",54.243,"DESN051","DE","Germany","RADEBEUL",13.675006,51.119511,246
"DENW078","O3",2012,"day","P50",34.872,"DENW078","DE","Germany","RATINGEN",6.819967,51.303917,41
"DEHE018","O3",2012,"day","P50",39.622,"DEHE018","DE","Germany","RAUNHEIM",8.451528,50.010323,90
"DEBY062","O3",2012,"day","P50",40.985,"DEBY062","DE","Germany","REGEN",13.128934,48.972401,545
"DEBY063","O3",2012,"day","P50",23.48,"DEBY063","DE","Germany","REGENSBURG",12.101856,49.019016,335
"DEBW027","O3",2012,"day","P50",49.974,"DEBW027","DE","Germany","REUTLINGEN",9.207319,48.488888,385
"DEHE043","O3",2012,"day","P50",44.669,"DEHE043","DE","Germany","RIEDSTADT",8.516797,49.825165,87
"DEMV022","O3",2012,"day","P50",36.286,"DEMV022","DE","Germany","",12.099552,54.092617,9
"DEMV007","O3",2012,"day","P50",49.273,"DEMV007","DE","Germany","",12.174106,54.16156,5
"DEMV021","O3",2012,"day","P50",55.671,"DEMV021","DE","Germany","",12.080003,54.171333,2
"DEBY030","O3",2012,"day","P50",34.534,"DEBY030","DE","Germany","KEHLHEIM",11.948794,48.904228,340
"DETH005","O3",2012,"day","P50",48.405,"DETH005","DE","Germany","",11.368876,50.651184,210
